merchant_id,merchant_group_id,merchant_category_id,subsector_id,numerical_1,numerical_2,category_1,most_recent_sales_range,most_recent_purchases_range,avg_sales_lag3,avg_purchases_lag3,active_months_lag3,avg_sales_lag6,avg_purchases_lag6,active_months_lag6,avg_sales_lag12,avg_purchases_lag12,active_months_lag12,category_4,city_id,state_id,category_2
M_ID_91f2b0adac,63107,63,27,-0.05747065,-0.05747065,N,D,D,1.02,1.01408451,3,0.92,0.99765258,6,1.16,1.1584507,12,N,314,9,1.0
M_ID_0c293bdb84,95181,489,16,-0.05747065,-0.05747065,Y,D,E,1.13,1.31182796,3,1.2,1.3172043,6,1.05,1.12903226,12,Y,-1,-1,
M_ID_cbddff63ea,35,414,29,0.08133801,0.08133801,N,D,D,1.23,0.95158287,3,1.22,1.0783054,6,1.29,1.19996896,12,N,168,9,1.0
M_ID_3c2d40ff2e,74856,278,37,-0.04755575,-0.05747065,N,D,C,1.0,1.02219006,3,1.01,1.02966715,6,1.03,1.03991799,12,Y,88,16,1.0
M_ID_01f91c9b74,11597,667,21,-0.04755575,-0.04755575,N,D,E,0.85,1.06060606,3,0.86,1.27651515,6,0.91,1.38825758,12,N,22,16,1.0
M_ID_facb788b08,74022,705,33,-0.05747065,-0.05747065,N,D,D,1.09,1.08441558,3,1.08,1.03841991,6,1.16,1.10849567,12,N,22,16,1.0
M_ID_66974623c1,112120,278,37,-0.05747065,-0.05747065,N,D,D,0.86,0.96613191,3,0.52,0.58734403,6,0.56,0.63636364,12,Y,88,16,1.0
M_ID_f9ca74dc18,109206,683,34,-0.05747065,-0.05747065,N,D,D,0.86,0.90487062,3,0.91,0.93340944,6,1.02,0.97469559,12,N,100,16,1.0
M_ID_a8c4fd47fe,54262,705,33,-0.05747065,-0.05747065,N,D,D,0.84,0.79497624,3,0.93,0.90257977,6,0.71,0.68126273,12,N,-1,19,3.0
M_ID_d919f0beb8,51735,367,16,-0.03764084,-0.05747065,N,D,D,1.1,1.16049383,3,1.1,1.21604938,6,1.09,1.20910494,12,Y,143,5,5.0
M_ID_1500cef429,35,411,21,0.04167839,0.04167839,N,D,E,0.91,1.2047619,3,0.83,1.19571429,6,0.81,1.16627706,12,N,290,15,1.0
M_ID_5590215555,32992,560,34,-0.05747065,-0.05747065,N,D,C,0.96,0.96403873,3,0.91,0.93453204,6,0.85,0.89545874,12,Y,69,9,1.0
M_ID_f62b245c17,102276,560,34,-0.05747065,-0.05747065,N,D,C,0.97,0.95465817,3,0.88,0.87088204,6,0.94,0.91312434,12,Y,88,16,1.0
M_ID_4da9403c7a,91669,307,19,-0.05747065,-0.05747065,N,D,D,1.67,1.29817444,3,1.94,1.43002028,6,2.24,1.50118323,12,Y,25,7,3.0
M_ID_0e705eadda,40330,779,27,-0.05747065,-0.05747065,N,D,E,0.66,0.76984127,3,0.57,0.70039683,6,0.53,0.67261905,12,Y,4,10,2.0
M_ID_17069852f4,67429,80,37,-0.02772594,-0.02772594,N,D,D,1.04,1.0587156,3,0.94,0.92446483,6,0.89,0.87737003,12,Y,69,9,1.0
M_ID_9f61713277,1112,68,27,-0.05747065,-0.05747065,N,D,E,0.64,0.58974359,3,0.63,0.69871795,6,0.58,0.66346154,12,N,289,5,5.0
M_ID_7195ab1728,79307,518,27,-0.03764084,-0.03764084,N,D,D,1.36,1.47814208,3,1.51,1.57923497,6,1.64,1.74307832,12,Y,25,7,3.0
M_ID_f2f92670c3,86078,195,34,-0.05747065,-0.05747065,N,D,D,0.85,0.80963303,3,0.94,0.86047401,6,0.87,0.84078746,12,Y,88,16,1.0
M_ID_5146f02587,94810,560,34,-0.05747065,-0.05747065,N,D,D,0.95,1.01806527,3,0.96,1.00495338,6,0.95,0.97261072,12,Y,4,10,2.0
M_ID_ace637368a,108151,2,20,-0.05747065,-0.05747065,Y,D,E,0.72,0.84552846,3,0.85,0.95731707,6,0.85,0.87601626,12,Y,-1,-1,
M_ID_f0c2ca2e7e,92594,560,34,-0.05747065,-0.05747065,N,D,C,1.0,1.01259559,3,1.14,1.10548808,6,1.16,1.08603239,12,Y,158,15,1.0
M_ID_3a6fc4f094,41033,278,37,-0.05747065,-0.05747065,N,D,D,1.03,1.02923977,3,1.09,1.08333333,6,1.18,1.21381579,12,N,337,20,5.0
M_ID_0f8ce93112,35,813,29,0.0615082,0.0615082,N,D,D,1.06,1.09800839,3,1.13,1.14612159,6,1.11,1.11405905,12,N,44,5,5.0
M_ID_9b9ae04242,99855,683,34,-0.05747065,-0.05747065,N,D,D,0.91,0.91834452,3,0.67,0.68763982,6,0.62,0.64401566,12,Y,17,22,4.0
M_ID_41e29d17ee,25578,278,37,-0.05747065,-0.05747065,N,D,D,1.05,1.0993014,3,1.01,1.04615768,6,1.05,1.08408184,12,Y,69,9,1.0
M_ID_61070a99d5,13293,683,34,-0.05747065,-0.05747065,N,D,D,0.99,0.9873817,3,0.89,0.89852787,6,0.94,0.90325973,12,N,22,16,1.0
M_ID_29e5e1b42c,75333,80,37,-0.05747065,-0.05747065,N,D,D,0.85,0.88138138,3,0.9,0.91141141,6,0.92,0.91966967,12,N,169,20,5.0
M_ID_117861520a,105734,68,27,-0.05747065,-0.05747065,N,D,D,0.56,0.6302521,3,0.53,0.6162465,6,0.56,0.65546218,12,N,-1,19,3.0
M_ID_1eb8095003,32501,497,27,-0.05747065,-0.05747065,N,D,D,0.85,0.82608696,3,0.65,0.66304348,6,0.59,0.61141304,12,N,228,15,1.0
M_ID_3ca9e92d35,101412,842,37,-0.05747065,-0.05747065,N,D,D,1.12,1.26139089,3,1.09,1.28297362,6,1.15,1.35971223,12,Y,88,16,1.0
M_ID_f3d53fe0a6,102230,795,29,-0.05747065,-0.05747065,N,D,D,0.97,0.98263889,3,0.99,0.97743056,6,0.98,0.94097222,12,Y,69,9,1.0
M_ID_507328789d,43486,222,21,-0.05747065,-0.05747065,N,D,D,0.88,1.01092896,3,0.84,0.97540984,6,0.83,0.93442623,12,N,242,9,1.0
M_ID_1702231275,7247,307,19,-0.05747065,-0.05747065,N,D,D,1.07,1.21626984,3,1.15,1.31944444,6,1.01,1.22569444,12,N,-1,9,1.0
M_ID_1f61ad3c5b,25437,317,25,-0.05747065,-0.05747065,Y,D,E,4.95,16.0,3,3.62,10.91666667,6,2.49,6.45833333,12,Y,-1,-1,
M_ID_f9764ae0d0,17722,367,16,-0.05747065,-0.05747065,N,D,D,0.9,0.99392361,3,0.98,1.04644097,6,0.97,1.03472222,12,N,248,15,1.0
M_ID_8351895da6,22893,705,33,-0.04755575,-0.05747065,N,D,D,1.31,1.35108481,3,1.29,1.41913215,6,0.89,1.12073824,12,N,307,24,2.0
M_ID_79ed2b3824,103238,544,29,-0.05747065,-0.05747065,N,D,C,0.92,0.91753885,3,0.91,0.89613067,6,0.9,0.87036156,12,N,283,9,1.0
M_ID_8d6bda5cd0,74433,68,27,-0.05747065,-0.05747065,N,D,E,0.81,0.87755102,3,0.81,0.85034014,6,0.91,0.97108844,12,N,242,9,1.0
M_ID_ee971567ed,35,414,29,0.08133801,0.08133801,N,D,D,1.03,0.86618357,3,0.96,0.83502415,6,0.94,0.86014493,12,N,48,9,1.0
M_ID_d880ecf494,67548,40,21,-0.05747065,-0.05747065,N,D,D,0.99,1.0920398,3,1.26,1.11442786,6,1.18,1.09390547,12,N,219,15,1.0
M_ID_6cc477634f,77306,422,27,-0.01781104,-0.04755575,N,D,D,0.9,1.13754045,3,0.82,1.25242718,6,1.04,1.61326861,12,Y,69,9,1.0
M_ID_4d79073fcb,71232,560,34,-0.05747065,-0.05747065,N,D,C,0.89,0.93269908,3,0.79,0.81941508,6,0.8,0.81501057,12,Y,143,5,5.0
M_ID_b53a40a99c,35,637,37,0.18048705,0.18048705,N,D,D,1.28,1.29910213,3,1.41,1.3647587,6,1.41,1.40397773,12,N,156,7,3.0
M_ID_91aa76de71,4717,683,34,-0.05747065,-0.05747065,N,D,C,1.1,1.07537934,3,1.21,1.14292707,6,1.32,1.21549192,12,Y,69,9,1.0
M_ID_e802ad7469,17278,557,29,-0.03764084,-0.03764084,N,D,E,1.0,1.00333333,3,0.89,0.92666667,6,0.81,0.87166667,12,N,233,9,1.0
M_ID_7590e1b33c,24098,422,27,-0.05747065,-0.05747065,N,D,E,0.86,1.03968254,3,0.94,1.4265873,6,1.61,2.5406746,12,N,310,5,5.0
M_ID_b2ae775b88,13181,87,27,-0.05747065,-0.05747065,N,D,E,0.74,0.88372093,3,0.63,0.84108527,6,0.85,1.18410853,12,Y,76,2,3.0
M_ID_831a55287d,83343,278,37,-0.03764084,-0.03764084,N,D,D,1.1,1.12867275,3,0.93,0.9858156,6,0.85,0.92591185,12,N,-1,5,5.0
M_ID_cdbac92359,35,763,36,0.00201877,0.00201877,N,D,D,1.61,1.98477157,3,1.37,1.73857868,6,1.25,1.57170051,12,Y,76,2,3.0
M_ID_9f9647d141,91943,703,29,-0.04755575,-0.05747065,N,D,D,0.96,0.89680083,3,0.85,0.8126935,6,0.94,0.88983488,12,N,187,15,1.0
M_ID_71aacff244,44711,360,34,-0.05747065,-0.05747065,N,D,E,1.49,1.45555556,3,1.22,1.13888889,6,0.97,0.86388889,12,N,140,9,1.0
M_ID_ef6a9995ac,95300,80,37,-0.05747065,-0.05747065,N,D,D,1.03,1.01966874,3,1.06,1.05072464,6,1.14,1.15087992,12,Y,1,12,1.0
M_ID_04e0da12d1,80438,178,29,-0.05747065,-0.05747065,N,D,D,0.96,0.96755162,3,1.01,1.02507375,6,0.98,1.01327434,12,Y,69,9,1.0
M_ID_4f22e64208,54349,309,21,-0.05747065,-0.05747065,N,D,D,1.21,1.06989247,3,1.11,1.02956989,6,1.12,1.06317204,12,N,-1,5,5.0
M_ID_95b0e8193b,73762,705,33,-0.05747065,-0.05747065,N,D,D,0.98,0.94036209,3,0.91,0.89243876,6,0.94,0.89829606,12,N,291,9,1.0
M_ID_22b2db9a27,27541,80,37,-0.05747065,-0.05747065,N,D,D,1.04,1.07949791,3,1.04,1.03974895,6,1.0,1.00523013,12,N,193,15,1.0
M_ID_c9ee77800d,55641,818,12,-0.05747065,-0.05747065,N,D,D,0.86,0.92261905,3,0.83,0.88392857,6,0.8,0.84300595,12,N,290,15,1.0
M_ID_8285c3de04,109692,705,33,-0.05747065,-0.05747065,N,D,D,0.98,0.92843691,3,0.95,0.85828625,6,0.99,0.8943032,12,N,-1,16,1.0
M_ID_2e8bac7740,35,703,29,0.08133801,0.08133801,N,D,E,1.45,1.41767068,3,1.56,1.55823293,6,1.84,1.65273214,12,N,44,5,5.0
M_ID_ec7de88f6a,47708,278,37,-0.05747065,-0.05747065,N,D,D,1.1,1.26102293,3,1.31,1.44444444,6,1.41,1.57892416,12,Y,87,11,3.0
M_ID_f3a7bff3a7,32391,489,16,-0.05747065,-0.05747065,N,D,D,1.04,1.02295082,3,1.02,1.0431694,6,1.0,1.02076503,12,N,228,15,1.0
M_ID_68c77a291b,64503,80,37,-0.05747065,-0.05747065,N,D,D,1.16,1.11698718,3,1.19,1.11912393,6,1.23,1.15157585,12,Y,87,11,3.0
M_ID_1e360f6f98,1818,557,29,-0.04755575,-0.04755575,N,D,D,1.1,1.08807135,3,1.04,1.04849498,6,1.09,1.02396878,12,Y,277,13,4.0
M_ID_1efe33f0d6,35,427,27,0.03176349,0.03176349,N,D,D,1.2,0.94520548,3,1.13,0.98127854,6,1.28,1.13938356,12,N,124,24,2.0
M_ID_668ff70ec2,23548,705,33,-0.05747065,-0.05747065,N,D,D,0.86,0.85901309,3,1.75,1.51107754,6,1.55,1.32074522,12,N,-1,12,1.0
M_ID_f7ea9720d0,79248,317,25,-0.05747065,-0.05747065,Y,D,E,1.11,1.18431373,3,0.91,1.01960784,6,0.99,0.98235294,12,Y,-1,-1,
M_ID_9e7ad40f32,50224,419,1,-0.05747065,-0.05747065,N,D,D,0.89,0.90986395,3,1.08,1.15731293,6,1.38,1.55612245,12,Y,69,9,1.0
M_ID_5ed53eee40,47122,705,33,-0.05747065,-0.05747065,N,D,D,0.94,0.9640334,3,0.89,0.90622993,6,0.73,0.75529865,12,N,97,3,3.0
M_ID_09d71f6614,10670,544,29,-0.05747065,-0.05747065,N,D,E,0.96,0.86046512,3,0.9,0.91472868,6,1.22,1.15310078,12,Y,87,11,3.0
M_ID_c596830fc1,99479,367,16,-0.05747065,-0.05747065,N,D,D,1.12,1.04303797,3,1.07,1.04177215,6,1.01,0.98481013,12,Y,87,11,3.0
M_ID_6c3dad2e9c,13066,437,15,-0.05747065,-0.05747065,N,D,D,1.03,1.03262411,3,1.09,1.08368794,6,1.12,1.13156028,12,Y,69,9,1.0
M_ID_ceb2431840,19780,80,37,-0.02772594,-0.02772594,N,D,D,1.02,1.02366464,3,1.16,1.1703854,6,1.2,1.21923597,12,N,267,16,1.0
M_ID_cf1a0b95a4,50311,34,38,-0.02772594,-0.02772594,N,D,E,1.19,1.2,3,1.13,1.42666667,6,1.02,1.32333333,12,Y,158,15,1.0
M_ID_f0abd8a414,92491,57,7,-0.05747065,-0.05747065,N,D,D,0.96,0.96125908,3,0.98,0.97215496,6,1.01,0.99778047,12,Y,69,9,1.0
M_ID_21bc97bc07,35,419,1,-0.00789613,-0.00789613,N,D,D,0.75,0.81728395,3,0.71,0.77716049,6,0.65,0.69598765,12,N,285,9,1.0
M_ID_2a3f63632c,3898,705,33,-0.05747065,-0.05747065,N,D,D,0.89,0.98484848,3,0.89,0.95117845,6,1.03,1.42592593,12,N,51,16,1.0
M_ID_ec410c0553,106778,80,37,-0.05747065,-0.05747065,N,D,D,1.01,0.99874922,3,1.16,1.14915572,6,1.21,1.18198874,12,N,231,9,1.0
M_ID_3406fc8244,6735,333,10,-0.05747065,-0.05747065,N,D,E,1.38,1.68181818,3,1.57,1.71969697,6,1.61,1.68939394,12,N,333,9,1.0
M_ID_23f95265fc,103767,419,1,-0.05747065,-0.05747065,N,D,D,0.83,0.82126899,3,0.88,0.80607685,6,0.87,0.78485255,12,N,294,9,1.0
M_ID_f964e8f697,85710,544,29,-0.05747065,-0.05747065,N,D,D,0.87,0.97435897,3,0.85,1.01153846,6,0.96,1.09551282,12,N,-1,17,3.0
M_ID_379a4a4c9c,3749,80,37,-0.05747065,-0.05747065,N,D,D,1.04,1.06697819,3,1.15,1.23208723,6,1.17,1.27940031,12,Y,137,19,3.0
M_ID_c15e21e863,55016,19,36,-0.05747065,-0.05747065,N,D,D,0.89,0.91527778,3,0.9,0.92916667,6,0.91,0.96006944,12,Y,88,16,1.0
M_ID_1f35d696d4,112483,80,37,-0.05747065,-0.05747065,N,D,D,1.14,1.09064831,3,1.48,1.36001147,6,1.51,1.39888124,12,Y,137,19,3.0
M_ID_01cfd8bbfd,76033,528,25,-0.05747065,-0.05747065,N,D,D,1.25,1.24113475,3,1.34,1.3054078,6,1.36,1.3060727,12,N,340,9,1.0
M_ID_2b2be21607,5818,278,37,-0.05747065,-0.05747065,N,D,D,0.9,0.94907407,3,0.91,0.96296296,6,0.9,0.95794753,12,Y,69,9,1.0
M_ID_9b7bee7677,12914,80,37,-0.05747065,-0.05747065,N,D,D,1.06,1.06365159,3,1.55,1.48911223,6,1.9,1.8961474,12,Y,76,2,3.0
M_ID_781b85bba8,35,417,27,0.15074234,0.15074234,N,D,D,1.03,1.24647887,3,1.08,1.21537559,6,1.08,1.16202518,12,N,110,16,1.0
M_ID_f8549051d9,915,278,37,-0.05747065,-0.05747065,N,D,D,0.95,0.99578059,3,0.98,0.94725738,6,0.89,0.87236287,12,N,-1,9,1.0
M_ID_08b7a2754c,31733,80,37,-0.05747065,-0.05747065,N,D,D,0.97,1.0230303,3,0.92,0.99636364,6,0.97,1.1269697,12,N,223,21,5.0
M_ID_46c00c49e6,111658,108,34,-0.05747065,-0.05747065,N,D,D,0.61,0.59401709,3,0.51,0.51014957,6,0.41,0.42361111,12,Y,17,22,4.0
M_ID_777e6b7723,43948,273,20,-0.03764084,-0.05747065,N,D,E,0.73,0.8989899,3,0.7,1.02020202,6,0.77,1.07070707,12,N,278,5,5.0
M_ID_a1a8798d9c,8699,307,19,-0.05747065,-0.05747065,N,D,D,1.0,1.06998814,3,1.02,1.16251483,6,1.04,1.18446026,12,N,-1,9,1.0
M_ID_66e808d15c,99567,80,37,-0.05747065,-0.05747065,N,D,D,1.03,1.04561404,3,0.98,0.99210526,6,0.94,1.00219298,12,N,-1,13,4.0
M_ID_3622e96b13,97323,278,37,-0.05747065,-0.05747065,N,D,D,0.86,1.0141844,3,0.71,0.8679078,6,0.67,0.83404255,10,Y,88,16,1.0
M_ID_96ef9d502a,106813,80,37,-0.05747065,-0.05747065,N,D,D,0.96,0.88888889,3,0.98,0.95833333,6,1.0,1.01442308,12,N,-1,4,4.0
M_ID_b52a66e276,16637,278,37,-0.05747065,-0.05747065,N,D,E,1.19,1.17514124,3,1.03,1.0480226,6,1.11,1.12429379,12,N,9,16,1.0
M_ID_9979ec4250,60862,683,34,-0.05747065,-0.05747065,N,D,D,0.93,0.96707819,3,0.71,0.67009602,6,0.68,0.69821674,12,Y,87,11,3.0
M_ID_61cdd2fcc3,3552,367,16,-0.05747065,-0.05747065,N,D,E,0.47,0.77777778,3,0.55,0.86666667,6,0.44,0.84444444,12,Y,69,9,1.0
M_ID_94a4ee1c5e,28654,68,27,-0.05747065,-0.05747065,N,D,E,1.06,0.93402778,3,0.9,0.78819444,6,0.99,0.88541667,12,Y,69,9,1.0
M_ID_aecac7c540,82975,454,39,-0.05747065,-0.05747065,N,D,C,1.05,1.01300813,3,1.01,0.98931475,6,0.79,0.78722416,12,Y,87,11,3.0
M_ID_7e2f1947cf,106086,307,19,-0.05747065,-0.05747065,N,D,D,1.21,1.18200409,3,1.07,1.07157464,6,1.03,1.03936605,12,Y,1,12,1.0
M_ID_15b5e07c0a,35,273,20,0.10116782,0.09125291,N,D,D,0.88,1.04076739,3,0.94,1.19664269,6,0.96,1.25543565,12,N,47,16,1.0
M_ID_8ebe220344,88978,705,33,-0.05747065,-0.05747065,N,D,D,1.06,1.04501608,3,0.92,0.91425509,6,0.8,0.76902465,12,Y,-1,24,2.0
M_ID_9d6adf72a8,110845,80,37,-0.05747065,-0.05747065,N,D,D,0.95,0.96904762,3,0.84,0.86785714,6,0.85,0.95119048,12,Y,17,22,4.0
M_ID_3f99bcfdb6,23497,307,19,-0.03764084,-0.03764084,N,D,D,1.3,1.6763285,3,1.27,1.81884058,6,1.28,1.82548309,12,N,-1,17,3.0
M_ID_2d385e3cb2,87460,68,27,-0.05747065,-0.05747065,N,D,D,1.06,1.01612903,3,1.06,1.06317204,6,1.06,1.05107527,12,N,-1,9,1.0
M_ID_d25a7c57e5,109040,278,37,-0.04755575,-0.04755575,N,D,D,1.23,1.22895623,3,1.04,0.99887767,6,1.04,1.00252525,12,Y,158,15,1.0
M_ID_ee40ef8dd9,3051,319,27,-0.02772594,-0.04755575,N,D,E,1.16,1.03954802,3,1.26,1.28813559,6,1.36,1.33615819,12,N,289,5,5.0
M_ID_dc0eb18d37,31288,278,37,-0.05747065,-0.05747065,N,D,D,1.01,1.02521008,3,0.99,1.04341737,6,0.86,0.94677871,12,Y,137,19,3.0
M_ID_dd7bb6cc3c,34231,278,37,-0.05747065,-0.05747065,N,D,D,1.06,1.06136364,3,1.04,1.06893939,6,1.41,1.38503788,12,Y,69,9,1.0
M_ID_43906a79cc,109755,560,34,-0.05747065,-0.05747065,N,D,C,1.01,1.01266223,3,1.0,0.98686293,6,1.11,1.02548275,12,N,276,9,1.0
M_ID_3eb9a8cbbd,17105,506,30,-0.05747065,-0.05747065,N,D,D,0.93,1.04915515,3,0.89,1.03609831,6,0.95,1.08179724,12,N,340,9,1.0
M_ID_b2aa6e05c5,3801,166,29,-0.05747065,-0.05747065,Y,D,E,1.4,1.04402516,3,1.4,1.05974843,6,1.32,1.04874214,12,Y,-1,-1,
M_ID_22eac21406,42300,195,34,-0.05747065,-0.05747065,N,D,D,1.04,1.10231023,3,0.93,1.01650165,6,0.79,0.94389439,12,N,116,9,1.0
M_ID_7188b01fd8,35,19,36,0.09125291,0.09125291,N,D,D,0.96,0.90774411,3,1.61,1.08484848,6,1.45,1.0082211,12,N,191,9,1.0
M_ID_9aae06b7b5,4016,68,27,-0.05747065,-0.05747065,N,D,E,1.03,1.0203252,3,0.87,0.93089431,6,1.05,1.19308943,12,N,74,15,1.0
M_ID_5609956472,45709,19,36,-0.05747065,-0.05747065,N,D,D,0.78,0.73387097,3,0.75,0.75537634,6,0.64,0.67204301,12,N,187,15,1.0
M_ID_fc2ee5bfdd,63174,437,15,-0.05747065,-0.05747065,N,D,E,1.74,3.75151515,3,2.04,6.64242424,6,2.21,8.9,12,N,-1,19,3.0
M_ID_0c7a8bb854,3804,63,27,-0.05747065,-0.05747065,N,D,D,0.88,0.9082774,3,0.98,0.99105145,6,0.84,0.8557047,12,Y,69,9,1.0
M_ID_5dc1b6bfe6,30465,278,37,-0.05747065,-0.05747065,N,D,D,0.99,1.00416667,3,1.08,1.09236111,6,1.08,1.11006944,12,N,8,12,1.0
M_ID_421dfe96fd,87664,278,37,-0.05747065,-0.05747065,N,D,D,1.44,1.39857288,3,1.46,1.35728848,6,1.46,1.30326198,12,N,289,5,5.0
M_ID_3efb93952a,100673,779,27,-0.05747065,-0.05747065,N,D,E,0.81,0.81052632,3,0.72,0.75087719,6,0.68,0.75877193,12,N,-1,13,4.0
M_ID_db80798eda,79800,497,27,-0.05747065,-0.05747065,N,D,D,1.04,0.87810945,3,0.96,0.78358209,6,1.06,0.91728856,12,N,51,16,1.0
M_ID_a4335d7f88,20145,278,37,-0.04755575,-0.04755575,N,D,D,0.99,1.04761905,3,1.08,1.10714286,6,1.69,1.62127976,12,Y,76,2,3.0
M_ID_ee66e009da,41141,783,19,-0.05747065,-0.05747065,N,D,D,1.1,1.11165049,3,1.07,1.07200647,6,1.03,1.05825243,12,Y,1,12,1.0
M_ID_8b793f82f8,71158,19,36,-0.04755575,-0.04755575,N,D,D,1.06,1.00716846,3,1.41,1.02643369,6,1.15,0.95609319,12,Y,88,16,1.0
M_ID_3708e5abd7,110152,278,37,-0.05747065,-0.05747065,N,D,D,0.9,0.95842294,3,0.85,0.91075269,6,0.82,0.89229391,12,Y,88,16,1.0
M_ID_48a10baea7,56106,497,27,-0.05747065,-0.05747065,N,D,D,0.85,0.84939759,3,0.75,0.71987952,6,0.74,0.73795181,12,Y,69,9,1.0
M_ID_8de969b57c,79284,278,37,-0.05747065,-0.05747065,N,D,D,1.03,1.04178538,3,0.94,0.94349478,6,0.73,0.71058879,12,N,-1,13,4.0
M_ID_cb49460882,5485,557,29,-0.05747065,-0.05747065,N,D,D,0.94,1.0,3,0.92,0.97713864,6,0.9,0.94210914,12,Y,69,9,1.0
M_ID_db86c4da9f,782,367,16,-0.05747065,-0.05747065,N,D,D,0.98,1.02015504,3,0.97,0.99302326,6,1.0,1.08100775,12,N,261,9,1.0
M_ID_d022448c50,35,259,32,0.03176349,0.03176349,N,D,E,0.71,0.83870968,3,0.76,0.87365591,6,0.83,0.95698925,12,N,153,15,1.0
M_ID_4fc43fcee0,100261,360,34,-0.05747065,-0.05747065,N,D,D,1.33,1.25523013,3,1.42,1.26220363,6,1.45,1.27266388,12,Y,137,19,3.0
M_ID_6a957bb329,35,9,21,0.11108272,0.11108272,N,D,E,1.83,1.3852459,3,1.84,1.87431694,6,1.73,1.83333333,12,Y,30,17,3.0
M_ID_0ce45c42cf,221,111,36,-0.05747065,-0.05747065,N,D,D,0.85,1.01946472,3,0.86,1.06082725,6,1.03,1.13077859,12,Y,1,12,1.0
M_ID_8d1b1525b1,102543,108,34,-0.05747065,-0.05747065,N,D,D,1.01,1.05298651,3,0.8,0.84296724,6,0.67,0.68713873,12,N,60,16,1.0
M_ID_2c1c5eab28,70139,80,37,-0.05747065,-0.05747065,N,D,D,1.1,1.04263566,3,1.03,1.00968992,6,1.0,0.95591085,12,N,285,9,1.0
M_ID_b3a5b3b852,84719,667,21,-0.05747065,-0.05747065,N,D,E,0.7,1.05185185,3,0.68,1.05555556,6,0.56,0.93333333,12,N,-1,13,4.0
M_ID_8a8fcf42c2,83295,705,33,-0.05747065,-0.05747065,N,D,E,0.81,0.79259259,3,0.83,0.8462963,6,0.83,0.84761905,7,Y,277,13,4.0
M_ID_1bbb18a022,80674,307,19,-0.05747065,-0.05747065,N,D,D,1.02,1.07253086,3,1.08,1.1242284,6,1.03,1.09992284,12,N,193,15,1.0
M_ID_f34c0db9d0,15441,278,37,-0.04755575,-0.04755575,N,D,D,1.26,1.18813906,3,1.34,1.23619632,6,1.22,1.1196319,12,Y,158,15,1.0
M_ID_25e46d49d5,85533,278,37,-0.05747065,-0.05747065,N,D,E,0.73,0.79487179,3,0.7,0.80982906,6,0.69,0.83653846,12,N,8,12,1.0
M_ID_870fc274d3,41908,278,37,-0.05747065,-0.05747065,N,D,C,0.99,1.05198598,3,0.98,1.03446262,6,0.96,0.9829634,12,Y,88,16,1.0
M_ID_bec7d22546,3932,842,37,-0.04755575,-0.05747065,N,D,D,1.31,1.24137931,3,1.2,1.08719212,6,0.94,0.84293924,12,Y,158,15,1.0
M_ID_77ce6f3c34,42907,683,34,-0.03764084,-0.03764084,N,D,D,0.87,0.88766114,3,0.86,0.8572744,6,0.87,0.86233886,12,N,233,9,1.0
M_ID_1ad00910e6,27087,45,18,-0.05747065,-0.05747065,N,D,E,0.73,0.86956522,3,0.62,0.86231884,6,0.58,0.82608696,12,N,-1,9,1.0
M_ID_88d5d1a6b2,45623,222,21,-0.05747065,-0.05747065,N,D,E,1.48,1.13836478,3,1.14,1.00314465,6,1.07,0.99213836,12,N,-1,9,1.0
M_ID_6112f45978,35,607,29,-0.02772594,-0.02772594,N,D,D,1.1,0.88888889,3,1.06,0.89417989,6,1.01,0.85780423,12,N,124,24,2.0
M_ID_c084a4f13d,24670,703,29,-0.05747065,-0.05747065,N,D,D,0.82,0.9070632,3,0.84,0.90148699,6,1.0,1.02509294,12,Y,212,4,4.0
M_ID_d52449bdc3,91592,68,27,-0.05747065,-0.05747065,N,D,E,0.91,0.95454545,3,0.76,0.85227273,6,1.04,1.10511364,12,N,233,9,1.0
M_ID_075ac29b16,55027,683,34,-0.05747065,-0.05747065,N,D,D,0.98,0.99522293,3,0.94,0.95886412,6,0.93,0.93590764,12,Y,1,12,1.0
M_ID_76b3c42eeb,53038,108,34,-0.05747065,-0.05747065,N,D,D,0.89,0.9826087,3,0.88,0.98454106,6,0.88,0.98985507,12,N,308,16,1.0
M_ID_96ad61d0e2,103595,45,18,-0.05747065,-0.05747065,N,D,E,0.84,0.91324201,3,0.79,0.84931507,6,0.76,0.80251142,12,N,-1,19,3.0
M_ID_846be6f65f,16522,108,34,-0.05747065,-0.05747065,N,D,D,1.01,1.09042553,3,1.04,1.09397163,6,1.11,1.13297872,12,Y,69,9,1.0
M_ID_a8a5cf52ab,8051,518,27,-0.05747065,-0.05747065,N,D,D,0.85,0.84543762,3,0.66,0.68901304,6,1.0,1.05027933,12,N,-1,13,4.0
M_ID_331774c920,96400,307,19,-0.05747065,-0.05747065,N,D,E,1.49,1.26666667,3,1.36,1.33333333,6,1.17,1.21010101,9,N,-1,7,3.0
M_ID_1dcf3ce470,35,411,21,0.01193368,0.01193368,N,D,D,1.5,1.24934383,3,1.44,1.32152231,6,1.45,1.34776903,12,N,78,9,1.0
M_ID_08d877001a,111787,783,19,-0.05747065,-0.05747065,N,D,D,0.63,0.65811966,3,0.51,0.57264957,6,0.33,0.38675214,12,N,44,5,5.0
M_ID_f854d0dcd6,46332,705,33,-0.05747065,-0.05747065,N,D,D,1.18,1.15959953,3,1.22,1.20023557,6,1.18,1.20936396,12,N,-1,9,1.0
