authorized_flag,card_id,city_id,category_1,installments,category_3,merchant_category_id,merchant_id,month_lag,purchase_amount,purchase_date,category_2,state_id,subsector_id
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,-1,-0.6870572,2017-09-06 12:32:53,,-1,8
Y,C_ID_08f50fb059,60,N,1,B,705,M_ID_29d496f9bb,0,-0.63831119,2017-10-06 21:41:38,1.0,16,33
Y,C_ID_08f50fb059,88,N,1,B,87,M_ID_4e3105708c,-7,-0.68680175,2017-03-04 20:19:25,1.0,16,27
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,-1,-0.6870572,2017-09-08 12:09:24,,-1,8
N,C_ID_08f50fb059,-1,Y,2,C,879,M_ID_9139332ccc,-1,-0.65539634,2017-09-21 16:50:07,,-1,29
Y,C_ID_08f50fb059,88,N,1,B,108,M_ID_373f978ab1,0,-0.66508844,2017-10-06 00:00:00,1.0,16,34
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,0,-0.6870572,2017-10-10 12:42:05,,-1,8
Y,C_ID_08f50fb059,-1,Y,3,C,879,M_ID_9139332ccc,0,-0.4700894,2017-10-10 17:07:04,,-1,29
Y,C_ID_08f50fb059,88,N,1,B,705,M_ID_f1480cd2d8,-8,-0.60565858,2017-02-08 20:14:03,1.0,16,33
N,C_ID_08f50fb059,-1,Y,2,C,879,M_ID_9139332ccc,-1,-0.62535834,2017-09-12 21:23:32,,-1,29
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,0,-0.6870572,2017-10-05 12:20:19,,-1,8
Y,C_ID_08f50fb059,-1,Y,3,C,879,M_ID_9139332ccc,0,-0.46259117,2017-10-08 12:29:32,,-1,29
Y,C_ID_08f50fb059,60,N,1,B,705,M_ID_058a3fa7b0,-3,-0.72756867,2017-07-11 09:01:44,1.0,16,33
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,-1,-0.6870572,2017-09-22 17:00:40,,-1,8
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,0,-0.6870572,2017-10-02 12:37:36,,-1,8
Y,C_ID_08f50fb059,88,N,1,B,108,M_ID_373f978ab1,0,-0.70182826,2017-10-09 00:00:00,1.0,16,34
Y,C_ID_08f50fb059,88,N,1,B,683,M_ID_1449f22bfb,0,-0.7206114,2017-10-07 09:58:50,1.0,16,34
Y,C_ID_08f50fb059,-1,Y,12,C,451,M_ID_376d20a149,-7,-0.38807469,2017-03-04 10:31:42,,-1,7
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,0,-0.6870572,2017-10-16 11:47:30,,-1,8
N,C_ID_08f50fb059,60,N,1,B,705,M_ID_058a3fa7b0,-2,-0.70333091,2017-08-11 08:54:53,1.0,16,33
Y,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,0,-0.6870572,2017-10-31 12:38:01,,-1,8
Y,C_ID_08f50fb059,60,N,1,B,705,M_ID_058a3fa7b0,0,-0.70561494,2017-10-08 10:43:41,1.0,16,33
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,-1,-0.6870572,2017-09-27 12:16:04,,-1,8
N,C_ID_08f50fb059,-1,Y,2,C,879,M_ID_9139332ccc,-5,-0.67945378,2017-05-20 13:02:39,,-1,29
N,C_ID_08f50fb059,-1,Y,4,C,607,M_ID_8452f82173,-9,-0.66396145,2017-01-07 19:18:11,,-1,29
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,0,-0.6870572,2017-10-13 15:03:16,,-1,8
Y,C_ID_08f50fb059,-1,Y,4,C,511,M_ID_9139332ccc,-8,-0.52990994,2017-02-01 09:25:11,,-1,7
Y,C_ID_08f50fb059,88,N,1,B,178,M_ID_2fbb2bf18c,-7,-0.61918245,2017-03-04 20:40:16,1.0,16,29
N,C_ID_08f50fb059,-1,Y,1,B,607,M_ID_8452f82173,-9,-0.67476551,2017-01-07 18:41:43,,-1,29
Y,C_ID_08f50fb059,60,N,1,B,705,M_ID_058a3fa7b0,0,-0.69152007,2017-10-31 10:11:30,1.0,16,33
N,C_ID_08f50fb059,-1,Y,1,B,879,M_ID_9139332ccc,-6,-0.69915354,2017-04-29 13:39:30,,-1,29
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,0,-0.6870572,2017-10-09 12:48:27,,-1,8
N,C_ID_08f50fb059,-1,Y,2,C,511,M_ID_9139332ccc,-9,-0.71415,2017-01-29 16:51:46,,-1,7
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,-1,-0.6870572,2017-09-18 12:38:05,,-1,8
Y,C_ID_08f50fb059,88,N,1,B,307,M_ID_b185f8d348,-3,-0.71084417,2017-07-29 07:01:47,1.0,16,19
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,-8,-0.72887598,2017-02-28 12:20:15,,-1,8
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,-1,-0.6870572,2017-09-04 13:20:52,,-1,8
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,0,-0.6870572,2017-10-11 12:42:11,,-1,8
N,C_ID_08f50fb059,-1,Y,1,B,755,M_ID_57df19bf28,0,-0.6870572,2017-10-24 11:56:32,,-1,8
Y,C_ID_cbb128ca62,319,N,1,B,360,M_ID_ed0e28b32f,-8,-0.59814533,2017-01-20 19:19:40,1.0,15,34
Y,C_ID_cbb128ca62,219,N,1,B,307,M_ID_757944af5d,-4,-0.67177524,2017-05-20 18:02:34,1.0,15,19
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_ef7347e232,-3,-0.67793611,2017-06-21 19:09:02,1.0,15,16
Y,C_ID_cbb128ca62,-1,Y,6,C,550,M_ID_09d7a200d1,-4,0.87284499,2017-05-22 23:07:43,,-1,3
Y,C_ID_cbb128ca62,-1,Y,6,C,544,M_ID_3111c6df35,-1,-0.47597979,2017-08-28 14:25:09,,-1,29
Y,C_ID_cbb128ca62,277,N,3,C,783,M_ID_e27bf2c281,-8,-0.22999579,2017-01-02 12:38:10,4.0,13,19
Y,C_ID_cbb128ca62,319,N,1,B,360,M_ID_ed0e28b32f,-6,-0.68980705,2017-03-11 22:21:11,1.0,15,34
Y,C_ID_cbb128ca62,29,N,5,C,87,M_ID_d5cc4832e0,0,-0.20445072,2017-09-23 17:43:38,1.0,15,27
Y,C_ID_cbb128ca62,-1,Y,1,B,661,M_ID_fc7d7969c3,0,-0.71249708,2017-09-22 10:31:06,,-1,8
Y,C_ID_cbb128ca62,331,N,1,B,307,M_ID_d5b2daf5ea,-8,-0.54852779,2017-01-05 15:14:02,1.0,16,19
Y,C_ID_cbb128ca62,-1,Y,1,B,661,M_ID_fc7d7969c3,-6,-0.71249708,2017-03-22 09:39:40,,-1,8
N,C_ID_cbb128ca62,-1,Y,6,C,550,M_ID_09d7a200d1,-8,0.19722297,2017-01-09 19:48:14,,-1,3
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_ef7347e232,-2,-0.69433003,2017-07-06 20:31:21,1.0,15,16
Y,C_ID_cbb128ca62,29,N,4,C,884,M_ID_0cd74adde3,-3,-0.40144829,2017-06-03 22:05:15,1.0,15,27
Y,C_ID_cbb128ca62,138,N,1,B,307,M_ID_bab150d23f,-8,-0.66125668,2017-01-05 20:42:04,1.0,15,19
Y,C_ID_cbb128ca62,-1,Y,1,B,661,M_ID_fc7d7969c3,-4,-0.71249708,2017-05-22 06:06:30,,-1,8
Y,C_ID_cbb128ca62,-1,Y,1,B,661,M_ID_fc7d7969c3,-7,-0.74540514,2017-02-22 23:27:21,,-1,8
Y,C_ID_cbb128ca62,219,N,1,B,454,M_ID_453c9daf6d,-2,-0.73789189,2017-07-22 20:02:17,1.0,15,39
Y,C_ID_cbb128ca62,29,N,6,C,793,M_ID_50ad2ba918,-1,1.23629123,2017-08-20 19:08:54,1.0,15,38
Y,C_ID_cbb128ca62,229,N,1,B,307,M_ID_069b438704,-8,-0.59664268,2017-01-21 16:00:37,1.0,15,19
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_9c36147bd5,-7,-0.62519305,2017-02-15 19:26:50,1.0,15,16
N,C_ID_cbb128ca62,219,N,1,B,278,M_ID_66b02d9a76,-2,-0.6990183,2017-07-22 20:55:12,1.0,15,37
Y,C_ID_cbb128ca62,319,N,2,C,367,M_ID_6b6d9cd6e0,-1,-0.53278,2017-08-21 18:26:08,1.0,15,16
Y,C_ID_cbb128ca62,319,N,1,B,69,M_ID_e3ca0f1626,-7,-0.70483356,2017-02-24 18:09:38,1.0,15,20
Y,C_ID_cbb128ca62,166,N,1,B,818,M_ID_c54239056f,-8,-0.44337226,2017-01-03 09:52:41,4.0,4,12
Y,C_ID_cbb128ca62,158,N,1,B,683,M_ID_b4d7ad0504,-8,-0.71309814,2017-01-21 19:12:24,1.0,15,34
Y,C_ID_cbb128ca62,319,N,1,B,360,M_ID_ed0e28b32f,0,-0.70182826,2017-09-16 17:45:30,1.0,15,34
N,C_ID_cbb128ca62,219,N,1,B,307,M_ID_757944af5d,-3,-0.3419433,2017-06-24 17:50:51,1.0,15,19
Y,C_ID_cbb128ca62,219,N,3,C,531,M_ID_da87e44fea,-4,-0.32361096,2017-05-06 16:05:31,1.0,15,27
Y,C_ID_cbb128ca62,319,N,1,B,108,M_ID_b8f39524ad,-6,-0.52783628,2017-03-11 22:47:51,1.0,15,34
Y,C_ID_cbb128ca62,29,N,3,C,884,M_ID_ee734aa5fa,-3,-0.47354549,2017-06-03 19:28:10,1.0,15,27
Y,C_ID_cbb128ca62,-1,Y,6,C,879,M_ID_9139332ccc,0,-0.49124672,2017-09-13 12:20:43,,-1,29
Y,C_ID_cbb128ca62,277,N,1,B,307,M_ID_9e32edbf70,-8,-0.57940727,2017-01-01 21:49:53,4.0,13,19
Y,C_ID_cbb128ca62,319,N,1,B,842,M_ID_1c3bde6ac5,-8,-0.71460079,2017-01-28 11:49:04,1.0,15,37
Y,C_ID_cbb128ca62,138,N,1,B,307,M_ID_bab150d23f,-7,-0.59664268,2017-02-13 13:11:02,1.0,15,19
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_6b6d9cd6e0,-5,-0.60119571,2017-04-25 21:20:19,1.0,15,16
Y,C_ID_cbb128ca62,158,N,1,B,80,M_ID_748e1baf1d,-8,-0.66696675,2017-01-21 17:05:51,1.0,15,37
N,C_ID_cbb128ca62,-1,Y,6,C,544,M_ID_3111c6df35,-1,-0.47597979,2017-08-28 14:23:34,,-1,29
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_ef7347e232,-7,-0.65073812,2017-02-15 19:43:19,1.0,15,16
Y,C_ID_cbb128ca62,319,N,1,B,705,M_ID_4a46bdf351,-2,-0.71282767,2017-07-14 19:27:57,1.0,15,33
Y,C_ID_cbb128ca62,29,N,1,B,278,M_ID_f575c147e0,0,-0.54432036,2017-09-23 21:02:49,1.0,15,37
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_6b6d9cd6e0,-2,-0.65993435,2017-07-02 11:04:44,1.0,15,16
Y,C_ID_cbb128ca62,-1,Y,1,B,661,M_ID_fc7d7969c3,-2,-0.71249708,2017-07-22 07:38:57,,-1,8
Y,C_ID_cbb128ca62,319,N,10,C,434,M_ID_bf7a55581e,-8,2.22834154,2017-01-14 11:57:47,1.0,15,32
Y,C_ID_cbb128ca62,319,N,1,B,307,M_ID_cef379d26a,0,-0.59664268,2017-09-16 17:34:06,1.0,15,19
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_9c36147bd5,-8,-0.71249708,2017-01-27 18:09:53,1.0,15,16
Y,C_ID_cbb128ca62,-1,Y,4,C,665,M_ID_076cd8a829,-3,0.12070797,2017-06-07 00:42:40,,-1,3
Y,C_ID_cbb128ca62,29,N,3,C,690,M_ID_d0646e7445,-8,-0.47793323,2017-01-28 15:33:15,1.0,15,1
Y,C_ID_cbb128ca62,219,N,2,C,434,M_ID_26ee003ad4,-7,0.22981547,2017-02-04 13:01:27,1.0,15,32
Y,C_ID_cbb128ca62,-1,Y,4,C,879,M_ID_9139332ccc,-2,-0.49964654,2017-07-03 20:13:35,,-1,29
Y,C_ID_cbb128ca62,244,N,1,B,307,M_ID_54361a9c3c,-2,-0.6266957,2017-07-01 10:10:31,3.0,2,19
N,C_ID_cbb128ca62,319,N,2,C,367,M_ID_6b6d9cd6e0,0,-0.52152514,2017-09-20 21:15:17,1.0,15,16
Y,C_ID_cbb128ca62,343,N,1,B,818,M_ID_18797ce0da,-8,-0.46440937,2017-01-04 11:35:58,1.0,16,12
Y,C_ID_cbb128ca62,219,N,1,B,307,M_ID_757944af5d,-3,-0.3419433,2017-06-24 17:52:23,1.0,15,19
Y,C_ID_cbb128ca62,319,N,1,B,108,M_ID_b8f39524ad,-8,-0.65865709,2017-01-28 19:24:53,1.0,15,34
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_6b6d9cd6e0,-3,-0.70633621,2017-06-17 15:26:13,1.0,15,16
Y,C_ID_cbb128ca62,-1,Y,1,B,661,M_ID_fc7d7969c3,-5,-0.71249708,2017-04-22 06:33:06,,-1,8
Y,C_ID_cbb128ca62,331,N,1,B,278,M_ID_d86b8cc0eb,-8,-0.41752666,2017-01-04 17:23:32,1.0,16,37
Y,C_ID_cbb128ca62,29,N,2,C,63,M_ID_63d296df9c,-7,-0.59378764,2017-02-15 12:34:25,1.0,15,27
Y,C_ID_cbb128ca62,138,N,1,B,307,M_ID_bab150d23f,-2,-0.51700216,2017-07-01 14:37:13,1.0,15,19
Y,C_ID_cbb128ca62,219,N,3,C,87,M_ID_3877d9f0ac,-7,-0.40926208,2017-02-04 14:34:05,1.0,15,27
Y,C_ID_cbb128ca62,331,N,1,B,307,M_ID_c7c82e6f64,-8,-0.60215741,2017-01-04 13:59:35,1.0,16,19
Y,C_ID_cbb128ca62,35,N,1,B,840,M_ID_abd75c55a6,-8,-0.66756781,2017-01-05 17:13:07,1.0,15,20
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_ef7347e232,-2,-0.65674872,2017-07-06 20:26:25,1.0,15,16
Y,C_ID_cbb128ca62,29,N,3,C,884,M_ID_eab817b17a,-8,-0.56673992,2017-01-28 17:19:39,1.0,15,27
N,C_ID_cbb128ca62,331,N,1,B,278,M_ID_d86b8cc0eb,-8,-0.41752666,2017-01-04 17:22:23,1.0,16,37
Y,C_ID_cbb128ca62,69,N,2,C,511,M_ID_00a6ca8a8a,-8,0.59766448,2017-01-04 10:21:03,1.0,9,7
N,C_ID_cbb128ca62,-1,Y,4,C,879,M_ID_9139332ccc,-2,-0.49964654,2017-07-22 08:48:23,,-1,29
Y,C_ID_cbb128ca62,138,N,1,B,307,M_ID_bab150d23f,-8,-0.61392317,2017-01-28 18:17:20,1.0,15,19
Y,C_ID_cbb128ca62,331,N,1,B,307,M_ID_7ed0fa17ec,-8,-0.49292969,2017-01-03 11:21:56,1.0,16,19
Y,C_ID_cbb128ca62,138,N,1,B,307,M_ID_bab150d23f,-6,-0.55306579,2017-03-19 00:53:41,1.0,15,19
Y,C_ID_cbb128ca62,51,N,1,B,307,M_ID_3b55e49bdb,-8,-0.55147298,2017-01-03 14:53:05,1.0,16,19
Y,C_ID_cbb128ca62,277,N,3,C,246,M_ID_d6533604fe,-5,0.15468291,2017-04-10 19:19:59,4.0,13,7
Y,C_ID_cbb128ca62,-1,Y,1,B,661,M_ID_fc7d7969c3,-3,-0.71249708,2017-06-22 07:31:59,,-1,8
Y,C_ID_cbb128ca62,319,N,1,B,278,M_ID_ee47bd98e5,-2,-0.60716124,2017-07-07 23:49:21,1.0,15,37
N,C_ID_cbb128ca62,-1,Y,1,B,661,M_ID_fc7d7969c3,-7,-0.74540514,2017-02-22 23:26:16,,-1,8
N,C_ID_cbb128ca62,-1,Y,6,C,544,M_ID_3111c6df35,-1,-0.47597979,2017-08-28 14:23:33,,-1,29
Y,C_ID_cbb128ca62,319,N,1,B,705,M_ID_4a46bdf351,-3,-0.69449532,2017-06-15 12:07:00,1.0,15,33
Y,C_ID_cbb128ca62,319,N,1,B,544,M_ID_e9b8f6c96f,-8,-0.31113895,2017-01-20 15:15:01,1.0,15,29
Y,C_ID_cbb128ca62,-1,Y,1,B,879,M_ID_9139332ccc,-1,-0.68424724,2017-08-31 11:34:23,,-1,29
Y,C_ID_cbb128ca62,219,N,1,B,80,M_ID_8f64b42491,-8,-0.63721426,2017-01-07 21:36:54,1.0,15,37
Y,C_ID_cbb128ca62,319,N,1,B,307,M_ID_cef379d26a,-8,-0.64172221,2017-01-21 13:49:36,1.0,15,19
N,C_ID_cbb128ca62,219,N,1,B,307,M_ID_757944af5d,-3,-0.3419433,2017-06-24 17:49:32,1.0,15,19
Y,C_ID_cbb128ca62,29,N,3,C,367,M_ID_8d47755131,-1,-0.30219818,2017-08-20 17:40:56,1.0,15,16
Y,C_ID_cbb128ca62,-1,Y,1,B,550,M_ID_09d7a200d1,-8,-0.67327789,2017-01-21 18:56:00,,-1,3
Y,C_ID_cbb128ca62,319,N,1,B,705,M_ID_d256488922,-3,-0.70306043,2017-06-15 11:56:40,1.0,15,33
Y,C_ID_cbb128ca62,219,N,1,B,705,M_ID_7824b25410,-8,-0.20832756,2017-01-08 20:52:48,1.0,15,33
Y,C_ID_cbb128ca62,319,N,2,C,367,M_ID_ef7347e232,-6,-0.5750045,2017-03-15 00:13:09,1.0,15,16
Y,C_ID_cbb128ca62,138,N,1,B,307,M_ID_dde5e75e67,-8,-0.59658257,2017-01-21 21:34:16,1.0,15,19
Y,C_ID_cbb128ca62,29,N,3,C,884,M_ID_eab817b17a,-8,-0.01797171,2017-01-28 17:07:29,1.0,15,27
N,C_ID_cbb128ca62,166,N,0,A,307,M_ID_4bf61484df,-8,-0.59664268,2017-01-02 22:57:22,4.0,4,19
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_9c36147bd5,-6,-0.6852991,2017-03-03 23:17:52,1.0,15,16
Y,C_ID_cbb128ca62,166,N,1,B,307,M_ID_4bf61484df,-8,-0.59664268,2017-01-02 22:57:51,4.0,4,19
Y,C_ID_cbb128ca62,138,N,1,B,307,M_ID_bab150d23f,-7,-0.49145709,2017-02-15 13:55:58,1.0,15,19
Y,C_ID_cbb128ca62,-1,Y,1,B,661,M_ID_fc7d7969c3,-7,-0.71249708,2017-02-22 23:27:39,,-1,8
Y,C_ID_cbb128ca62,69,N,1,B,550,M_ID_2ba584a184,-5,-0.67177524,2017-04-18 12:29:50,1.0,9,3
Y,C_ID_cbb128ca62,-1,Y,1,B,661,M_ID_fc7d7969c3,-1,-0.71249708,2017-08-22 07:14:59,,-1,8
Y,C_ID_cbb128ca62,319,N,1,B,705,M_ID_4a46bdf351,-3,-0.71547233,2017-06-16 19:40:09,1.0,15,33
Y,C_ID_cbb128ca62,319,N,1,B,367,M_ID_ef7347e232,-1,-0.71835742,2017-08-28 18:10:24,1.0,15,16
Y,C_ID_cbb128ca62,158,N,1,B,454,M_ID_1dbb176957,-8,-0.70783886,2017-01-21 20:21:14,1.0,15,39
Y,C_ID_cbb128ca62,319,N,3,C,45,M_ID_2063d49e2f,-8,0.22981547,2017-01-24 08:35:21,1.0,15,18
Y,C_ID_cbb128ca62,138,N,1,B,307,M_ID_bab150d23f,-6,-0.45839877,2017-03-04 19:23:56,1.0,15,19
Y,C_ID_cbb128ca62,319,N,1,B,783,M_ID_e1df387018,-4,-0.64923547,2017-05-21 14:03:01,1.0,15,19
Y,C_ID_cbb128ca62,219,N,1,B,834,M_ID_dce08ec4c2,-2,-0.59679294,2017-07-22 19:46:28,1.0,15,27
N,C_ID_cbb128ca62,-1,Y,6,C,550,M_ID_09d7a200d1,-8,0.19722297,2017-01-09 19:48:03,,-1,3
Y,C_ID_cbb128ca62,219,N,1,B,307,M_ID_757944af5d,-2,-0.64172221,2017-07-08 21:27:54,1.0,15,19
Y,C_ID_cbb128ca62,331,N,1,B,818,M_ID_d85cc650ee,-8,-0.32616547,2017-01-05 11:17:07,1.0,16,12
Y,C_ID_cbb128ca62,-1,Y,6,C,550,M_ID_09d7a200d1,-8,0.19722297,2017-01-09 20:49:41,,-1,3
Y,C_ID_cbb128ca62,244,N,1,B,80,M_ID_4b95af69c3,-2,-0.70633621,2017-07-01 10:32:06,3.0,2,37
Y,C_ID_634b031aef,69,N,1,B,705,M_ID_712a83576a,0,-0.72415766,2018-01-14 10:21:25,1.0,9,33
Y,C_ID_634b031aef,69,N,1,B,705,M_ID_712a83576a,-3,-0.53066126,2017-10-18 18:23:39,1.0,9,33
Y,C_ID_634b031aef,19,N,1,B,80,M_ID_69f32adeda,-2,-0.73789189,2017-11-19 12:37:08,1.0,9,37
Y,C_ID_634b031aef,188,N,1,B,307,M_ID_eb88bab3c8,0,-0.59664268,2018-01-25 07:08:29,1.0,9,19
Y,C_ID_634b031aef,69,N,1,B,557,M_ID_02e4532d5a,-5,-0.60415593,2017-08-15 17:57:48,1.0,9,29
Y,C_ID_634b031aef,20,N,1,B,705,M_ID_b737a61aa4,0,-0.66824401,2018-01-04 11:26:04,3.0,19,33
N,C_ID_634b031aef,-1,Y,1,B,755,M_ID_57df19bf28,0,-0.71685477,2018-01-11 19:57:41,,-1,8
Y,C_ID_634b031aef,69,N,1,B,434,M_ID_fbeafc179e,-3,0.26364015,2017-10-27 17:52:53,1.0,9,32
Y,C_ID_634b031aef,69,N,1,B,518,M_ID_c34377865d,-3,0.45776766,2017-10-25 17:31:38,1.0,9,27
Y,C_ID_634b031aef,69,N,1,B,705,M_ID_712a83576a,-2,-0.34547453,2017-11-25 20:56:20,1.0,9,33
Y,C_ID_634b031aef,69,N,1,B,705,M_ID_712a83576a,-5,-0.46239582,2017-08-04 12:32:11,1.0,9,33
Y,C_ID_634b031aef,20,N,1,B,705,M_ID_b737a61aa4,-1,-0.54412502,2017-12-23 19:17:32,3.0,19,33
Y,C_ID_634b031aef,19,N,1,B,299,M_ID_5ade25f5fd,-2,-0.73188128,2017-11-18 17:06:20,1.0,9,41
Y,C_ID_634b031aef,19,N,1,B,818,M_ID_54d3887e8a,0,-0.70333091,2018-01-25 18:35:13,1.0,9,12
Y,C_ID_634b031aef,69,N,1,B,108,M_ID_fb28eb7be9,-5,-0.55662708,2017-08-13 11:43:25,1.0,9,34
Y,C_ID_634b031aef,69,N,1,B,451,M_ID_685c8e2948,-5,-0.70182826,2017-08-08 09:09:44,1.0,9,7
Y,C_ID_634b031aef,20,N,1,B,80,M_ID_db0fa76591,0,-0.67177524,2018-01-03 21:31:46,3.0,19,37
Y,C_ID_634b031aef,69,N,1,B,68,M_ID_a267b5cfd1,-2,-0.68680175,2017-11-24 00:00:00,1.0,9,27
Y,C_ID_634b031aef,69,N,2,C,879,M_ID_00a6ca8a8a,-1,-0.3036257,2017-12-23 13:46:05,1.0,9,29
Y,C_ID_634b031aef,20,N,1,B,705,M_ID_b737a61aa4,-1,-0.52887311,2017-12-30 08:50:00,3.0,19,33
Y,C_ID_634b031aef,19,N,1,B,278,M_ID_5bd467276c,-2,-0.64848414,2017-11-19 14:01:30,1.0,9,37
Y,C_ID_634b031aef,69,N,1,B,307,M_ID_918af8a543,-3,-0.67177524,2017-10-14 03:00:00,1.0,9,19
Y,C_ID_634b031aef,69,N,1,B,451,M_ID_685c8e2948,-5,-0.70182826,2017-08-01 11:24:33,1.0,9,7
Y,C_ID_634b031aef,69,N,1,B,206,M_ID_e1220dfe76,-5,-0.71685477,2017-08-17 14:51:08,1.0,9,1
Y,C_ID_634b031aef,69,N,1,B,307,M_ID_dc214d001d,-1,-0.67177524,2017-12-20 08:37:40,1.0,9,19
Y,C_ID_634b031aef,331,N,1,B,80,M_ID_b47ee75a4e,-1,-0.67970923,2017-12-22 20:38:04,1.0,16,37
Y,C_ID_634b031aef,69,N,1,B,108,M_ID_fb28eb7be9,-5,-0.58435099,2017-08-01 14:31:56,1.0,9,34
Y,C_ID_634b031aef,69,N,1,B,842,M_ID_1d8085cf5d,-5,-0.72436803,2017-08-14 13:55:58,1.0,9,37
N,C_ID_634b031aef,116,N,1,B,307,M_ID_3c31b40fbd,-5,-0.57861086,2017-08-24 07:22:54,1.0,9,19
Y,C_ID_634b031aef,69,N,2,C,879,M_ID_00a6ca8a8a,-4,-0.55156314,2017-09-13 18:17:46,1.0,9,29
Y,C_ID_634b031aef,69,N,1,B,669,M_ID_afdaa5060a,-1,-0.70483356,2017-12-08 10:51:46,1.0,9,18
Y,C_ID_634b031aef,69,N,1,B,307,M_ID_918af8a543,-5,-0.70182826,2017-08-07 17:26:45,1.0,9,19
Y,C_ID_634b031aef,19,N,1,B,842,M_ID_63acc980a3,-2,-0.72887598,2017-11-18 11:25:48,1.0,9,37
Y,C_ID_634b031aef,69,N,1,B,705,M_ID_c8ab5a0cd7,-5,-0.66879999,2017-08-13 13:08:12,1.0,9,33
Y,C_ID_634b031aef,69,N,1,B,705,M_ID_712a83576a,0,-0.59584627,2018-01-14 09:31:25,1.0,9,33
Y,C_ID_634b031aef,-1,Y,1,B,755,M_ID_57df19bf28,-2,-0.72587068,2017-11-20 16:53:22,,-1,8
Y,C_ID_634b031aef,69,N,1,B,705,M_ID_c8ab5a0cd7,0,-0.73264764,2018-01-14 10:38:48,1.0,9,33
Y,C_ID_634b031aef,69,N,1,B,705,M_ID_82a30d9203,-5,-0.66426198,2017-08-01 16:04:33,1.0,9,33
Y,C_ID_634b031aef,19,N,1,B,705,M_ID_2081c339dd,-1,-0.6058389,2017-12-10 13:00:58,1.0,9,33
Y,C_ID_634b031aef,331,N,1,B,307,M_ID_ead6422fde,0,-0.43883425,2018-01-11 11:57:19,1.0,16,19
Y,C_ID_634b031aef,-1,Y,1,B,755,M_ID_57df19bf28,-1,-0.71685477,2017-12-22 20:52:18,,-1,8
Y,C_ID_634b031aef,69,N,1,B,451,M_ID_685c8e2948,-5,-0.67177524,2017-08-04 09:23:24,1.0,9,7
Y,C_ID_634b031aef,213,N,1,B,108,M_ID_525912fe61,-3,-0.6180254,2017-10-15 15:12:02,1.0,9,34
Y,C_ID_634b031aef,69,N,1,B,842,M_ID_1d8085cf5d,-5,-0.73338393,2017-08-14 13:57:47,1.0,9,37
N,C_ID_634b031aef,69,N,2,C,434,M_ID_fbeafc179e,-3,1.27418809,2017-10-27 17:48:12,1.0,9,32
Y,C_ID_634b031aef,331,N,1,B,307,M_ID_377a68694b,-1,-0.63377319,2017-12-22 21:02:34,1.0,16,19
Y,C_ID_634b031aef,143,N,1,B,489,M_ID_a9d91682ad,-1,-0.33578243,2017-12-23 14:10:27,5.0,5,16
N,C_ID_634b031aef,116,N,1,B,307,M_ID_3c31b40fbd,-5,-0.57861086,2017-08-24 07:23:19,1.0,9,19
Y,C_ID_634b031aef,69,N,1,B,278,M_ID_6f3d4c8eff,0,-0.69055838,2018-01-13 17:24:47,1.0,9,37
Y,C_ID_634b031aef,69,N,1,B,40,M_ID_32632629b1,-2,-0.70185831,2017-11-24 17:23:59,1.0,9,21
Y,C_ID_634b031aef,69,N,1,B,842,M_ID_1d8085cf5d,-3,-0.69281235,2017-10-01 01:08:20,1.0,9,37
Y,C_ID_634b031aef,143,N,1,B,489,M_ID_a9d91682ad,0,-0.70498383,2018-01-03 12:13:06,5.0,5,16
Y,C_ID_634b031aef,69,N,1,B,560,M_ID_04c1581947,-2,-0.69747057,2017-11-20 00:00:00,1.0,9,34
Y,C_ID_634b031aef,146,N,1,B,705,M_ID_14c99a9314,0,-0.67177524,2018-01-01 15:31:59,3.0,19,33
Y,C_ID_634b031aef,19,N,1,B,278,M_ID_97f0959810,-2,-0.64638043,2017-11-18 23:22:24,1.0,9,37
